order_id,date,product_name,category,flavor,channel,region,units_sold,price_per_unit,cost_per_unit,discount_pct,revenue,total_cost,profit
PF-103250,2024-03-25,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,1,43.99,19.1,0.15,37.39,19.1,18.29
PF-103251,2024-06-09,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,5,41.99,17.8,0.0,209.95,89.0,120.95
PF-103252,2024-07-10,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-103253,2025-07-10,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,2,38.99,15.9,0.0,77.98,31.8,46.18
PF-103254,2025-11-15,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,2,42.99,18.5,0.1,77.38,37.0,40.38
PF-103255,2024-10-24,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Midwest,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-103256,2024-08-19,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,4,38.99,15.9,0.05,148.16,63.6,84.56
PF-103257,2024-10-09,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,South,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-103258,2024-03-04,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,3,39.99,16.25,0.0,119.97,48.75,71.22
PF-103259,2024-10-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,3,41.99,17.8,0.03,122.19,53.4,68.79
PF-103260,2024-07-17,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,4,24.99,9.5,0.0,99.96,38.0,61.96
PF-103261,2025-02-08,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,West,2,38.99,15.9,0.0,77.98,31.8,46.18
PF-103262,2024-04-06,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,3,38.99,15.9,0.0,116.97,47.7,69.27
PF-103263,2025-07-11,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,South,4,42.99,18.5,0.0,171.96,74.0,97.96
PF-103264,2025-10-08,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,1,39.99,16.25,0.1,35.99,16.25,19.74
PF-103265,2024-08-19,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,4,42.99,18.5,0.0,171.96,74.0,97.96
PF-103266,2024-03-26,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,South,2,24.99,9.5,0.05,47.48,19.0,28.48
PF-103267,2025-02-02,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-103268,2025-06-21,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,5,24.99,9.5,0.0,124.95,47.5,77.45
PF-103269,2024-01-31,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,7,39.99,16.25,0.05,265.93,113.75,152.18
PF-103270,2025-09-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,4,43.99,19.1,0.1,158.36,76.4,81.96
PF-103271,2025-04-28,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,1,39.99,16.25,0.0,39.99,16.25,23.74
PF-103272,2025-03-01,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Midwest,3,24.99,9.5,0.03,72.72,28.5,44.22
PF-103273,2025-01-11,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,4,39.99,16.25,0.0,159.96,65.0,94.96
PF-103274,2024-11-14,PulseFuel Mango Pump,Pump Formula,Mango,Retail,West,2,39.99,16.25,0.05,75.98,32.5,43.48
PF-103275,2025-08-11,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-103276,2025-06-26,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Midwest,2,43.99,19.1,0.03,85.34,38.2,47.14
PF-103277,2024-07-18,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,West,6,42.99,18.5,0.1,232.15,111.0,121.15
PF-103278,2025-09-08,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-103279,2024-12-11,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,3,43.99,19.1,0.1,118.77,57.3,61.47
PF-103280,2024-05-13,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,1,43.99,19.1,0.1,39.59,19.1,20.49
PF-103281,2025-10-07,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Northeast,2,42.99,18.5,0.05,81.68,37.0,44.68
PF-103282,2025-03-14,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,5,43.99,19.1,0.1,197.96,95.5,102.46
PF-103283,2024-04-08,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,1,42.99,18.5,0.0,42.99,18.5,24.49
PF-103284,2024-02-13,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,Northeast,3,14.99,5.25,0.0,44.97,15.75,29.22
PF-103285,2025-01-04,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,1,43.99,19.1,0.0,43.99,19.1,24.89
PF-103286,2025-01-30,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-103287,2024-04-12,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,South,3,14.99,5.25,0.05,42.72,15.75,26.97
PF-103288,2024-12-30,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,3,42.99,18.5,0.15,109.62,55.5,54.12
PF-103289,2025-08-08,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,South,3,42.99,18.5,0.1,116.07,55.5,60.57
PF-103290,2025-10-21,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,2,24.99,9.5,0.05,47.48,19.0,28.48
PF-103291,2024-10-24,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,3,38.99,15.9,0.0,116.97,47.7,69.27
PF-103292,2025-06-24,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,South,4,14.99,5.25,0.0,59.96,21.0,38.96
PF-103293,2025-05-03,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Midwest,5,24.99,9.5,0.05,118.7,47.5,71.2
PF-103294,2024-05-19,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,5,43.99,19.1,0.0,219.95,95.5,124.45
PF-103295,2024-02-24,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,2,42.99,18.5,0.0,85.98,37.0,48.98
PF-103296,2025-09-12,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,4,24.99,9.5,0.1,89.96,38.0,51.96
PF-103297,2025-12-25,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,4,42.99,18.5,0.0,171.96,74.0,97.96
PF-103298,2025-04-08,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Northeast,5,14.99,5.25,0.1,67.45,26.25,41.2
PF-103299,2025-12-24,PulseFuel Mango Pump,Pump Formula,Mango,Retail,South,1,39.99,16.25,0.05,37.99,16.25,21.74
PF-103300,2025-08-09,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Midwest,2,24.99,9.5,0.05,47.48,19.0,28.48
PF-103301,2025-10-19,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Midwest,1,39.99,16.25,0.1,35.99,16.25,19.74
PF-103302,2025-04-12,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Northeast,2,42.99,18.5,0.05,81.68,37.0,44.68
PF-103303,2025-08-16,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,South,1,43.99,19.1,0.03,42.67,19.1,23.57
PF-103304,2025-08-01,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,3,42.99,18.5,0.1,116.07,55.5,60.57
PF-103305,2025-08-06,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Northeast,6,39.99,16.25,0.0,239.94,97.5,142.44
PF-103306,2024-07-13,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,1,42.99,18.5,0.0,42.99,18.5,24.49
PF-103307,2024-10-28,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,South,7,38.99,15.9,0.1,245.64,111.3,134.34
PF-103308,2025-07-27,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,1,14.99,5.25,0.0,14.99,5.25,9.74
PF-103309,2025-07-25,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Northeast,6,43.99,19.1,0.15,224.35,114.6,109.75
PF-103310,2024-02-01,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-103311,2025-06-16,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,5,39.99,16.25,0.1,179.95,81.25,98.7
PF-103312,2025-10-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-103313,2024-01-18,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,West,7,24.99,9.5,0.03,169.68,66.5,103.18
PF-103314,2025-02-21,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,3,24.99,9.5,0.15,63.72,28.5,35.22
PF-103315,2024-12-15,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,2,42.99,18.5,0.03,83.4,37.0,46.4
PF-103316,2025-08-27,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Northeast,1,38.99,15.9,0.1,35.09,15.9,19.19
PF-103317,2024-09-29,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Midwest,4,42.99,18.5,0.05,163.36,74.0,89.36
PF-103318,2025-02-20,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Northeast,5,39.99,16.25,0.05,189.95,81.25,108.7
PF-103319,2025-05-08,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,West,4,24.99,9.5,0.05,94.96,38.0,56.96
PF-103320,2024-07-13,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,6,24.99,9.5,0.0,149.94,57.0,92.94
PF-103321,2024-09-14,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,South,4,24.99,9.5,0.0,99.96,38.0,61.96
PF-103322,2024-09-03,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,West,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-103323,2025-10-03,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,West,6,24.99,9.5,0.0,149.94,57.0,92.94
PF-103324,2025-05-04,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,2,38.99,15.9,0.15,66.28,31.8,34.48
PF-103325,2025-09-06,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,3,43.99,19.1,0.0,131.97,57.3,74.67
PF-103326,2024-04-29,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,South,3,24.99,9.5,0.0,74.97,28.5,46.47
PF-103327,2024-03-24,PulseFuel Mango Pump,Pump Formula,Mango,Retail,South,2,39.99,16.25,0.0,79.98,32.5,47.48
PF-103328,2024-02-19,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,1,14.99,5.25,0.1,13.49,5.25,8.24
PF-103329,2024-03-23,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-103330,2024-02-25,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,4,43.99,19.1,0.1,158.36,76.4,81.96
PF-103331,2024-07-19,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Midwest,5,24.99,9.5,0.05,118.7,47.5,71.2
PF-103332,2024-05-27,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,4,42.99,18.5,0.1,154.76,74.0,80.76
PF-103333,2024-01-18,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Midwest,5,24.99,9.5,0.15,106.21,47.5,58.71
PF-103334,2024-06-15,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-103335,2025-02-16,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Northeast,1,38.99,15.9,0.05,37.04,15.9,21.14
PF-103336,2024-12-18,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Midwest,2,42.99,18.5,0.05,81.68,37.0,44.68
PF-103337,2025-10-02,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,West,5,24.99,9.5,0.0,124.95,47.5,77.45
PF-103338,2025-08-01,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,2,38.99,15.9,0.05,74.08,31.8,42.28
PF-103339,2024-01-24,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Midwest,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-103340,2024-07-18,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-103341,2024-11-17,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,2,41.99,17.8,0.03,81.46,35.6,45.86
PF-103342,2024-04-21,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,South,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-103343,2024-06-17,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,6,39.99,16.25,0.15,203.95,97.5,106.45
PF-103344,2024-04-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,6,41.99,17.8,0.1,226.75,106.8,119.95
PF-103345,2024-05-15,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,2,43.99,19.1,0.05,83.58,38.2,45.38
PF-103346,2024-05-04,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,2,42.99,18.5,0.1,77.38,37.0,40.38
PF-103347,2024-11-10,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,7,41.99,17.8,0.1,264.54,124.6,139.94
PF-103348,2024-02-18,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,1,42.99,18.5,0.0,42.99,18.5,24.49
PF-103349,2025-03-17,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-103350,2025-11-29,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,2,41.99,17.8,0.0,83.98,35.6,48.38
PF-103351,2024-05-25,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,South,4,24.99,9.5,0.1,89.96,38.0,51.96
PF-103352,2024-06-23,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,West,4,24.99,9.5,0.0,99.96,38.0,61.96
PF-103353,2025-05-18,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,2,24.99,9.5,0.0,49.98,19.0,30.98
PF-103354,2025-10-05,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,West,4,42.99,18.5,0.0,171.96,74.0,97.96
PF-103355,2025-08-09,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,South,4,39.99,16.25,0.1,143.96,65.0,78.96
PF-103356,2025-12-04,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,4,39.99,16.25,0.05,151.96,65.0,86.96
PF-103357,2025-07-06,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,2,41.99,17.8,0.1,75.58,35.6,39.98
PF-103358,2025-02-22,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,1,42.99,18.5,0.0,42.99,18.5,24.49
PF-103359,2025-05-19,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Midwest,4,38.99,15.9,0.05,148.16,63.6,84.56
PF-103360,2025-02-16,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,South,2,38.99,15.9,0.05,74.08,31.8,42.28
PF-103361,2024-03-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,5,43.99,19.1,0.03,213.35,95.5,117.85
PF-103362,2025-06-14,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,6,38.99,15.9,0.1,210.55,95.4,115.15
PF-103363,2024-01-03,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-103364,2024-07-03,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,1,41.99,17.8,0.0,41.99,17.8,24.19
PF-103365,2025-02-06,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-103366,2025-07-06,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,Midwest,4,14.99,5.25,0.03,58.16,21.0,37.16
PF-103367,2025-08-06,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-103368,2024-03-15,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,2,14.99,5.25,0.15,25.48,10.5,14.98
PF-103369,2025-08-31,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Midwest,2,14.99,5.25,0.1,26.98,10.5,16.48
PF-103370,2024-10-01,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,3,41.99,17.8,0.1,113.37,53.4,59.97
PF-103371,2024-01-17,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,West,9,14.99,5.25,0.1,121.42,47.25,74.17
PF-103372,2024-02-04,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Northeast,2,14.99,5.25,0.1,26.98,10.5,16.48
PF-103373,2025-03-19,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Midwest,1,14.99,5.25,0.1,13.49,5.25,8.24
PF-103374,2024-10-25,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,2,39.99,16.25,0.0,79.98,32.5,47.48
PF-103375,2025-10-24,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,2,42.99,18.5,0.15,73.08,37.0,36.08
PF-103376,2024-02-06,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,1,38.99,15.9,0.05,37.04,15.9,21.14
PF-103377,2024-08-28,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,2,24.99,9.5,0.05,47.48,19.0,28.48
PF-103378,2025-07-06,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Northeast,2,38.99,15.9,0.1,70.18,31.8,38.38
PF-103379,2025-04-07,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,5,41.99,17.8,0.0,209.95,89.0,120.95
PF-103380,2025-10-04,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,7,39.99,16.25,0.15,237.94,113.75,124.19
PF-103381,2025-01-28,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Midwest,3,39.99,16.25,0.03,116.37,48.75,67.62
PF-103382,2025-06-01,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,West,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-103383,2024-11-23,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-103384,2025-10-20,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,3,43.99,19.1,0.1,118.77,57.3,61.47
PF-103385,2024-07-09,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,South,1,38.99,15.9,0.1,35.09,15.9,19.19
PF-103386,2024-10-02,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,6,24.99,9.5,0.05,142.44,57.0,85.44
PF-103387,2025-01-25,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,4,38.99,15.9,0.0,155.96,63.6,92.36
PF-103388,2024-02-01,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-103389,2024-12-16,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,2,24.99,9.5,0.15,42.48,19.0,23.48
PF-103390,2025-04-16,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-103391,2024-07-09,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-103392,2025-08-12,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,7,24.99,9.5,0.0,174.93,66.5,108.43
PF-103393,2024-07-18,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Midwest,4,39.99,16.25,0.0,159.96,65.0,94.96
PF-103394,2024-12-14,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-103395,2024-07-10,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,1,43.99,19.1,0.15,37.39,19.1,18.29
PF-103396,2024-07-01,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,6,24.99,9.5,0.05,142.44,57.0,85.44
PF-103397,2025-02-17,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,1,14.99,5.25,0.1,13.49,5.25,8.24
PF-103398,2025-06-26,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,6,39.99,16.25,0.1,215.95,97.5,118.45
PF-103399,2024-04-18,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,2,39.99,16.25,0.15,67.98,32.5,35.48
PF-103400,2025-06-15,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,5,41.99,17.8,0.1,188.96,89.0,99.96
PF-103401,2024-01-17,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,West,4,39.99,16.25,0.05,151.96,65.0,86.96
PF-103402,2024-09-24,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-103403,2025-11-22,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,Northeast,4,24.99,9.5,0.0,99.96,38.0,61.96
PF-103404,2025-05-07,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-103405,2025-08-18,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-103406,2024-08-03,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-103407,2024-11-30,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,3,24.99,9.5,0.05,71.22,28.5,42.72
PF-103408,2025-01-09,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,3,39.99,16.25,0.0,119.97,48.75,71.22
PF-103409,2024-08-31,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,2,38.99,15.9,0.0,77.98,31.8,46.18
PF-103410,2025-09-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Midwest,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-103411,2024-04-21,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-103412,2024-06-30,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,8,43.99,19.1,0.0,351.92,152.8,199.12
PF-103413,2025-12-13,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-103414,2025-05-04,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,1,42.99,18.5,0.1,38.69,18.5,20.19
PF-103415,2025-02-15,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,1,42.99,18.5,0.15,36.54,18.5,18.04
PF-103416,2025-03-02,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,4,42.99,18.5,0.15,146.17,74.0,72.17
PF-103417,2025-04-05,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-103418,2025-05-19,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,6,38.99,15.9,0.1,210.55,95.4,115.15
PF-103419,2024-10-13,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,3,39.99,16.25,0.1,107.97,48.75,59.22
PF-103420,2024-11-20,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,South,1,38.99,15.9,0.05,37.04,15.9,21.14
PF-103421,2024-05-11,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-103422,2025-12-10,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Northeast,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-103423,2024-02-10,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,South,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-103424,2025-08-23,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,2,39.99,16.25,0.05,75.98,32.5,43.48
PF-103425,2025-10-20,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,West,3,24.99,9.5,0.03,72.72,28.5,44.22
